0.072259	0.454200	normal
0.454200	1.156145	wheeze
1.305825	1.868414	normal
1.945834	2.448000	wheeze
2.720038	3.261982	nornal
3.351000	3.903000	wheeze
4.046509	4.650388	normal
4.727809	5.015000	normal
5.015000	5.324000	wheeze
5.566530	6.126538	normal
6.178152	6.843968	normal
7.166553	7.863337	normal
7.883983	8.539476	normal
9.334326	10.100788	normal
10.379502	11.037576	normal
11.125319	11.524000	normal
11.524000	11.826000	wheeze
12.062106	12.660824	normal
13.139000	13.480000	wheeze
13.889229	14.454398	normal
14.562787	15.115053	normal
15.765384	16.322812	normal
16.400232	17.073790	normal
17.543474	18.209290	normal
18.340905	19.184788	normal
