0.085931	0.349931	wheeze
0.677000	1.321000	wheeze
1.879000	1.954000	wheeze
2.297000	3.172000	wheeze
3.296000	3.542000	wheeze
3.536000	3.782000	wheeze
4.730000	5.087000	wheeze
5.439000	5.850000	wheeze
6.072000	6.715000	wheeze
6.904000	7.196000	wheeze
7.145000	7.363000	wheeze
7.330000	7.650000	wheeze
7.848000	8.075000	wheeze
9.163000	9.585000	wheeze
10.411000	10.731000	wheeze
10.716000	11.332000	wheeze
12.771000	13.257000	wheeze
13.844000	14.145000	wheeze
14.603000	15.117000	wheeze
16.636000	17.042000	wheeze
18.276000	18.901000	wheeze
19.164000	19.382000	wheeze
19.571000	19.891000	wheeze
