0.021000	0.266000	wheeze
0.520000	0.784000	wheeze
1.556000	1.820000	wheeze
2.664866	3.712000	normal
3.712000	4.171000	wheeze
4.721000	4.957000	wheeze
6.516000	6.919000	wheeze
7.108000	7.437000	wheeze
8.163000	8.492000	wheeze
8.727000	9.426000	wheeze
9.773000	10.167000	wheeze
10.420000	11.147000	wheeze
11.438000	11.795000	wheeze
12.058000	12.461000	wheeze
13.168000	13.479000	wheeze
13.816000	14.654000	wheeze
14.982000	15.228000	wheeze
15.269000	15.561000	wheeze
15.556569	15.996569	wheeze
16.583000	16.921000	wheeze
17.462000	17.920000	wheeze
18.341000	18.660000	wheeze
19.118000	19.401000	wheeze
