0.124942	0.622351	wheeze
2.364464	3.380500	wheeze
4.724213	5.825115	wheeze
7.369206	8.331022	wheeze
9.870399	9.969409	wheeze
10.120283	11.098600	wheeze
12.458815	12.800637	wheeze
12.817139	13.323978	wheeze
14.688908	15.624792	wheeze
16.907213	17.986899	wheeze
19.526275	20.681397	wheeze
22.277352	23.135442	wheeze
23.578632	24.241059	wheeze
24.533375	26.251914	wheeze
26.709248	27.616844	wheeze
28.741320	30.379707	wheeze
31.442890	32.395277	wheeze
33.656481	34.710235	wheeze
36.070450	37.138349	wheeze
38.486777	39.370799	wheeze
